store_id,state,city,street,postal_code,phone,lat,lon,url,scraped_at
737,AL,Birmingham,"205 Summit Blvd, Suite 100",35243,205-969-7801,33.44651,-86.72929,https://locations.traderjoes.com/al/birmingham/737/,2026-04-24
838,AL,Hoover,1769 Montgomery Hwy,35244,205-202-7715,33.3783,-86.80402,https://locations.traderjoes.com/al/hoover/838/,2026-04-24
785,AL,Huntsville,1100 Mid City Dr NW,35806,256-890-7156,34.74014,-86.66557,https://locations.traderjoes.com/al/huntsville/785/,2026-04-24
756,AR,Little Rock,11500 Financial Centre Pky,72211,501-954-7659,34.74829,-92.40185,https://locations.traderjoes.com/ar/little-rock/756/,2026-04-24
287,AZ,Chandler,3961 S Arizona Ave,85248,520-453-3452,33.24914,-111.83819,https://locations.traderjoes.com/az/chandler/287/,2026-04-24
285,AZ,Gilbert,1779 E. Williams Field Rd.,85295,480-857-9878,33.30605,-111.75164,https://locations.traderjoes.com/az/gilbert/285/,2026-04-24
85,AZ,Glendale,8078 W Bell Rd,85308,928-397-9921,33.64006,-112.23115,https://locations.traderjoes.com/az/glendale/85/,2026-04-24
289,AZ,Goodyear,N Bullard Ave & McDowell Rd,85395,480-712-6645,33.46454,-112.37541,https://locations.traderjoes.com/az/goodyear/289/,2026-04-24
89,AZ,Mesa,2050 E Baseline Rd,85204,480-632-0951,33.38097,-111.78708,https://locations.traderjoes.com/az/mesa/89/,2026-04-24
96,AZ,Oro Valley,7912 N Oracle,85704,520-797-4207,32.35051,-110.97318,https://locations.traderjoes.com/az/oro-valley/96/,2026-04-24
177,AZ,Phoenix,"4025 E Chandler Blvd, Ste 38",85048,480-759-2293,33.30313,-111.99487,https://locations.traderjoes.com/az/phoenix/177/,2026-04-24
282,AZ,Phoenix,4726 East Shea Blvd,85028,602-485-7788,33.58331,-111.97903,https://locations.traderjoes.com/az/phoenix/282/,2026-04-24
90,AZ,Phoenix,4821 N 20th St,85016,602-912-9022,33.50712,-112.03781,https://locations.traderjoes.com/az/phoenix/90/,2026-04-24
283,AZ,Prescott,252 N Lee Blvd,86303,928-443-9075,34.54866,-112.40535,https://locations.traderjoes.com/az/prescott/283/,2026-04-24
286,AZ,Queen Creek,21186 S. Ellsworth Loop Rd,85142,480-877-7213,33.25605,-111.64026,https://locations.traderjoes.com/az/queen-creek/286/,2026-04-24
87,AZ,Scottsdale,7555 E Frank Lloyd Wright,85260,480-367-8920,33.63586,-111.91713,https://locations.traderjoes.com/az/scottsdale/87/,2026-04-24
94,AZ,Scottsdale,6202 N Scottsdale Rd,85253,480-948-9886,33.52944,-111.92758,https://locations.traderjoes.com/az/scottsdale/94/,2026-04-24
92,AZ,Surprise,14095 W Grand Ave,85374,623-546-1640,33.65138,-112.3674,https://locations.traderjoes.com/az/surprise/92/,2026-04-24
91,AZ,Tempe,940 E. University Drive,85281,480-303-9974,33.42239,-111.92502,https://locations.traderjoes.com/az/tempe/91/,2026-04-24
93,AZ,Tempe,6460 S McClintock Dr,85283,480-838-4142,33.36181,-111.91225,https://locations.traderjoes.com/az/tempe/93/,2026-04-24
191,AZ,Tucson,4209 N Campbell Ave,85719,520-325-0069,32.2835,-110.9448,https://locations.traderjoes.com/az/tucson/191/,2026-04-24
288,AZ,Tucson,2150 E Broadway Blvd,85719,NA,32.22113,-110.94,https://locations.traderjoes.com/az/tucson/288/,2026-04-24
88,AZ,Tucson,4766 E Grant Rd,85712,520-323-4500,32.24978,-110.89094,https://locations.traderjoes.com/az/tucson/88/,2026-04-24
95,AZ,Tucson,"1101 N Wilmot Rd, Ste 147",85712,520-733-1313,32.23717,-110.85892,https://locations.traderjoes.com/az/tucson/95/,2026-04-24
247,CA,Agoura Hills,28941 Canwood St,91301,818-865-8217,34.14644,-118.75665,https://locations.traderjoes.com/ca/agoura-hills/247/,2026-04-24
109,CA,Alameda,2217 South Shore Ctr,94501,510-769-5450,37.75778,-122.25148,https://locations.traderjoes.com/ca/alameda/109/,2026-04-24
195,CA,Aliso Viejo,26541 Aliso Creek Rd,92656,949-643-5531,33.57749,-117.72478,https://locations.traderjoes.com/ca/aliso-viejo/195/,2026-04-24
295,CA,Anaheim Hills,6336 E Santa Ana Canyon Rd,92807,NA,33.85617,-117.77096,https://locations.traderjoes.com/ca/anaheim-hills/295/,2026-04-24
117,CA,Arroyo Grande,955 Rancho Pkwy,93420,805-474-6114,35.1257,-120.59405,https://locations.traderjoes.com/ca/arroyo-grande/117/,2026-04-24
14,CA,Bakersfield,8200 Stockdale Hwy,93311,661-837-8863,35.35702,-119.09353,https://locations.traderjoes.com/ca/bakersfield/14/,2026-04-24
186,CA,Berkeley,1885 University Ave,94703,510-204-9074,37.87193,-122.27331,https://locations.traderjoes.com/ca/berkeley/186/,2026-04-24
11,CA,Brea,2500 E Imperial Hwy,92821,714-257-1180,33.91057,-117.87002,https://locations.traderjoes.com/ca/brea/11/,2026-04-24
201,CA,Brentwood,5451 Lone Tree Way,94513,925-516-3044,37.96115,-121.75011,https://locations.traderjoes.com/ca/brentwood/201/,2026-04-24
124,CA,Burbank,214 E Alameda Ave,91502,818-848-4299,34.17496,-118.29886,https://locations.traderjoes.com/ca/burbank/124/,2026-04-24
254,CA,Calabasas,23741 Calabasas Rd.,91302,818-591-6758,34.15567,-118.64498,https://locations.traderjoes.com/ca/calabasas/254/,2026-04-24
114,CA,Camarillo,363 Carmen Dr,93010,805-388-1925,34.21985,-119.05322,https://locations.traderjoes.com/ca/camarillo/114/,2026-04-24
73,CA,Campbell,1875 Bascom Ave,95008,408-369-7823,37.28796,-121.93328,https://locations.traderjoes.com/ca/campbell/73/,2026-04-24
64,CA,Capitola,"3555 Clares St, #D",95010,831-464-0115,36.97854,-121.97015,https://locations.traderjoes.com/ca/capitola/64/,2026-04-24
220,CA,Carlsbad,2629 Gateway Rd,92009,760-603-8473,33.12659,-117.25307,https://locations.traderjoes.com/ca/carlsbad/220/,2026-04-24
84,CA,Castro Valley,22224 Redwood Road,94546,510-538-2738,37.68536,-122.073,https://locations.traderjoes.com/ca/castro-valley/84/,2026-04-24
118,CA,Cathedral City,67720 E Palm Canyon Dr,92234,760-202-0090,33.7892,-116.48305,https://locations.traderjoes.com/ca/cathedral-city/118/,2026-04-24
104,CA,Cerritos,12861 Towne Center Dr,90703,562-402-5148,33.86924,-118.05813,https://locations.traderjoes.com/ca/cerritos/104/,2026-04-24
184,CA,Chatsworth,10330 Mason Ave,91311,818-341-3010,34.25826,-118.5788,https://locations.traderjoes.com/ca/chatsworth/184/,2026-04-24
199,CA,Chico,"801 East Ave, Ste 110",95926,530-343-9920,39.75933,-121.84651,https://locations.traderjoes.com/ca/chico/199/,2026-04-24
216,CA,Chino Hills,13911 Peyton Drive,91709,909-627-1404,34.00054,-117.73211,https://locations.traderjoes.com/ca/chino-hills/216/,2026-04-24
120,CA,Chula Vista,"878 Eastlake Pkwy, Ste 810",91914,619-656-5370,32.65132,-116.97039,https://locations.traderjoes.com/ca/chula-vista/120/,2026-04-24
214,CA,Claremont,475 W Foothill Blvd,91711,909-625-8784,34.10739,-117.72203,https://locations.traderjoes.com/ca/claremont/214/,2026-04-24
180,CA,Clovis,1077 N Willow Ave,93611,559-325-3120,36.84933,-119.72804,https://locations.traderjoes.com/ca/clovis/180/,2026-04-24
60,CA,Concord,1150 Concord Ave,94520,925-689-2990,37.97922,-122.0564,https://locations.traderjoes.com/ca/concord/60/,2026-04-24
83,CA,Concord,785 Oak Grove Rd,94518,925-521-1134,37.93683,-122.02474,https://locations.traderjoes.com/ca/concord/83/,2026-04-24
213,CA,Corona,2790 Cabot Dr,92883,951-603-0299,33.81149,-117.50656,https://locations.traderjoes.com/ca/corona/213/,2026-04-24
290,CA,Costa Mesa,"2170 Harbor Blvd, Ste 100",92627,949-208-7420,33.65326,-117.9191,https://locations.traderjoes.com/ca/costa-mesa/290/,2026-04-24
35,CA,Costa Mesa,640 W 17th St,92627,949-642-5134,33.63679,-117.92458,https://locations.traderjoes.com/ca/costa-mesa/35/,2026-04-24
251,CA,Culver City,6150 Slauson Ave,90230,310-313-0441,33.98801,-118.39285,https://locations.traderjoes.com/ca/culver-city/251/,2026-04-24
36,CA,Culver City,9290 Culver Blvd,90232,310-202-1108,34.02523,-118.39299,https://locations.traderjoes.com/ca/culver-city/36/,2026-04-24
242,CA,Cypress,5245 Katella Ave.,90720,714-220-4930,33.80321,-118.04149,https://locations.traderjoes.com/ca/cypress/242/,2026-04-24
74,CA,Daly City,417 Westlake Center,94015,650-755-3825,37.7,-122.48224,https://locations.traderjoes.com/ca/daly-city/74/,2026-04-24
65,CA,Danville,85 Railroad Ave,94526,925-838-5757,37.8231,-122.00323,https://locations.traderjoes.com/ca/danville/65/,2026-04-24
182,CA,Davis,885 Russell Blvd,95616,530-757-2693,38.54673,-121.76149,https://locations.traderjoes.com/ca/davis/182/,2026-04-24
55,CA,Eagle Rock,1566 Colorado Blvd,90041,323-257-6422,34.13926,-118.20044,https://locations.traderjoes.com/ca/eagle-rock/55/,2026-04-24
108,CA,El Cerrito,225 El Cerrito Plaza,94530,510-524-7609,37.89891,-122.29982,https://locations.traderjoes.com/ca/el-cerrito/108/,2026-04-24
190,CA,Elk Grove,9670 Bruceville Road,95757,916-686-9980,38.4066,-121.42053,https://locations.traderjoes.com/ca/elk-grove/190/,2026-04-24
72,CA,Emeryville,5700 Christie Ave,94608,510-658-8091,37.83698,-122.29423,https://locations.traderjoes.com/ca/emeryville/72/,2026-04-24
25,CA,Encinitas,"115 N El Camino Real, Ste A",92024,760-634-2114,33.0471,-117.25581,https://locations.traderjoes.com/ca/encinitas/25/,2026-04-24
56,CA,Encino,17640 Burbank Blvd,91316,818-990-7751,34.17179,-118.51777,https://locations.traderjoes.com/ca/encino/56/,2026-04-24
105,CA,Escondido,1885 S Centre City Pkwy,92025,760-233-4020,33.10002,-117.07483,https://locations.traderjoes.com/ca/escondido/105/,2026-04-24
71,CA,Fair Oaks,5309 Sunrise Blvd,95628,916-863-1744,38.66207,-121.27387,https://locations.traderjoes.com/ca/fair-oaks/71/,2026-04-24
101,CA,Fairfield,"1350 Gateway Blvd, Ste A1-A7",94533,707-434-0144,38.26415,-122.05223,https://locations.traderjoes.com/ca/fairfield/101/,2026-04-24
172,CA,Folsom,850 East Bidwell,95630,916-817-8820,38.67244,-121.15591,https://locations.traderjoes.com/ca/folsom/172/,2026-04-24
77,CA,Fremont,39324 Argonaut Way,94538,510-794-1386,37.54347,-121.98615,https://locations.traderjoes.com/ca/fremont/77/,2026-04-24
8,CA,Fresno,8478 N. Friant Road,93720,559-433-6478,36.8588,-119.78265,https://locations.traderjoes.com/ca/fresno/8/,2026-04-24
53,CA,Glendale,103 E Glenoaks Blvd,91207,818-507-8192,34.15984,-118.25454,https://locations.traderjoes.com/ca/glendale/53/,2026-04-24
110,CA,Goleta,5767 Calle Real,93117,805-692-2234,34.44069,-119.82524,https://locations.traderjoes.com/ca/goleta/110/,2026-04-24
44,CA,Granada Hills,11114 Balboa Blvd,91344,818-368-6461,34.27266,-118.50161,https://locations.traderjoes.com/ca/granada-hills/44/,2026-04-24
235,CA,Greenbrae,2052 Redwood Hwy,94904,415-945-7955,37.93786,-122.51496,https://locations.traderjoes.com/ca/greenbrae/235/,2026-04-24
248,CA,Hermosa Beach,1100 Pacific Coast Hwy,90254,310-318-1767,33.86388,-118.39157,https://locations.traderjoes.com/ca/hermosa-beach/248/,2026-04-24
241,CA,Huntington Beach,21431 Brookhurst St,92646,714-968-4070,33.65184,-117.95413,https://locations.traderjoes.com/ca/huntington-beach/241/,2026-04-24
244,CA,Huntington Beach,16821 Algonquin St,92649,714-846-7307,33.71752,-118.05145,https://locations.traderjoes.com/ca/huntington-beach/244/,2026-04-24
47,CA,Huntington Beach,18681 Main St,92648,714-848-9640,33.69253,-117.99272,https://locations.traderjoes.com/ca/huntington-beach/47/,2026-04-24
111,CA,Irvine,4225 Campus Dr,92612,949-509-6138,33.65047,-117.83751,https://locations.traderjoes.com/ca/irvine/111/,2026-04-24
210,CA,Irvine,6222 Irvine Blvd,92620,949-551-6402,33.69987,-117.74186,https://locations.traderjoes.com/ca/irvine/210/,2026-04-24
37,CA,Irvine,14443 Culver Dr,92604,949-857-8108,33.70616,-117.78842,https://locations.traderjoes.com/ca/irvine/37/,2026-04-24
42,CA,La Canada,475 Foothill Blvd,91011,818-790-6373,34.20004,-118.18842,https://locations.traderjoes.com/ca/la-canada/42/,2026-04-24
5,CA,La Habra,"2101 W. Imperial Hwy, Suite A",90631,562-266-1428,33.91869,-117.96902,https://locations.traderjoes.com/ca/la-habra/5/,2026-04-24
20,CA,La Jolla,8657 Villa la Jolla Dr,92037,858-546-8629,32.86575,-117.23173,https://locations.traderjoes.com/ca/la-jolla/20/,2026-04-24
24,CA,La Mesa,5495 Grossmont Center Dr,91942,619-466-0105,32.7793,-117.00561,https://locations.traderjoes.com/ca/la-mesa/24/,2026-04-24
189,CA,La Quinta,46400 Washington St,92253,760-777-1553,33.71199,-116.29427,https://locations.traderjoes.com/ca/la-quinta/189/,2026-04-24
277,CA,La Verne,2330 Foothill Blvd,91750,909-901-4568,34.11054,-117.76157,https://locations.traderjoes.com/ca/la-verne/277/,2026-04-24
257,CA,Ladera Ranch,27542 Antonio Pkwy,92694,949-239-6429,33.56288,-117.62755,https://locations.traderjoes.com/ca/ladera-ranch/257/,2026-04-24
115,CA,Lafayette,3649 Mt Diablo Blvd,94549,925-299-9344,37.89024,-122.12697,https://locations.traderjoes.com/ca/lafayette/115/,2026-04-24
39,CA,Laguna Hills,"24231 Avenida De La Carlota, Suite 100",92653,949-461-0927,33.60986,-117.703,https://locations.traderjoes.com/ca/laguna-hills/39/,2026-04-24
103,CA,Laguna Niguel,32351 Street of the Golden Lantern,92677,949-493-8599,33.49297,-117.69665,https://locations.traderjoes.com/ca/laguna-niguel/103/,2026-04-24
208,CA,Livermore,1122 A East Stanley Blvd,94550,925-243-1947,37.68035,-121.78169,https://locations.traderjoes.com/ca/livermore/208/,2026-04-24
116,CA,Long Beach,4210 Long Beach Blvd,90807,562-422-1020,33.83554,-118.18844,https://locations.traderjoes.com/ca/long-beach/116/,2026-04-24
194,CA,Long Beach,2222 North Bellflower Blvd,90815,562-596-2514,33.79678,-118.1229,https://locations.traderjoes.com/ca/long-beach/194/,2026-04-24
43,CA,Long Beach,6451 E Pacific Coast  Hwy,90803,562-596-4388,33.75766,-118.10893,https://locations.traderjoes.com/ca/long-beach/43/,2026-04-24
127,CA,Los Altos,2310 Homestead Rd,94024,408-245-1917,37.33671,-122.06705,https://locations.traderjoes.com/ca/los-altos/127/,2026-04-24
119,CA,Los Angeles,3456 S Sepulveda Blvd,90034,310-836-2458,34.02048,-118.42211,https://locations.traderjoes.com/ca/los-angeles/119/,2026-04-24
17,CA,Los Angeles,2738 Hyperion Ave,90027,323-665-6774,34.10764,-118.27157,https://locations.traderjoes.com/ca/los-angeles/17/,2026-04-24
192,CA,Los Angeles,8000 W Sunset Blvd,90046,323-822-7663,34.0976,-118.36523,https://locations.traderjoes.com/ca/los-angeles/192/,2026-04-24
206,CA,Los Angeles,1600 N Vine St,90028,323-856-0689,34.10038,-118.32606,https://locations.traderjoes.com/ca/los-angeles/206/,2026-04-24
215,CA,Los Angeles,11755 Olympic Blvd,90064,310-477-5949,34.03372,-118.44931,https://locations.traderjoes.com/ca/los-angeles/215/,2026-04-24
234,CA,Los Angeles,1000 Glendon Ave,90024,310-824-1495,34.06227,-118.44377,https://locations.traderjoes.com/ca/los-angeles/234/,2026-04-24
237,CA,Los Angeles,8500 Burton Way,90048,310-248-2984,34.07117,-118.37707,https://locations.traderjoes.com/ca/los-angeles/237/,2026-04-24
240,CA,Los Angeles,175 South Fairfax Ave,90036,323-931-4012,34.07221,-118.36178,https://locations.traderjoes.com/ca/los-angeles/240/,2026-04-24
250,CA,Los Angeles,"3131 S Hoover Street, Suite 1920",90089,213-749-1497,34.02608,-118.28466,https://locations.traderjoes.com/ca/los-angeles/250/,2026-04-24
31,CA,Los Angeles,263 S La Brea Ave,90036,323-965-1989,34.06915,-118.34442,https://locations.traderjoes.com/ca/los-angeles/31/,2026-04-24
7,CA,Los Angeles,10850 National Blvd,90064,310-470-1917,34.03006,-118.42148,https://locations.traderjoes.com/ca/los-angeles/7/,2026-04-24
181,CA,Los Gatos,15466 Los Gatos Blvd,95032,408-356-2324,37.24412,-121.95793,https://locations.traderjoes.com/ca/los-gatos/181/,2026-04-24
106,CA,Manhattan Beach,1800 Rosecrans Blvd,90266,310-725-9800,33.90047,-118.38043,https://locations.traderjoes.com/ca/manhattan-beach/106/,2026-04-24
34,CA,Manhattan Beach,1821 Manhattan Beach Blvd,90266,310-372-1274,33.88764,-118.37989,https://locations.traderjoes.com/ca/manhattan-beach/34/,2026-04-24
261,CA,Marina,150 10th St,93933,831-281-7247,36.66459,-121.81169,https://locations.traderjoes.com/ca/marina/261/,2026-04-24
205,CA,Marina Del Rey,4675 Admiralty Way,90292,310-301-4461,33.97956,-118.44123,https://locations.traderjoes.com/ca/marina-del-rey/205/,2026-04-24
69,CA,Menlo Park,720 Menlo Ave,94025,650-323-2134,37.45122,-122.18352,https://locations.traderjoes.com/ca/menlo-park/69/,2026-04-24
170,CA,Millbrae,765 Broadway,94030,650-259-9142,37.60365,-122.39603,https://locations.traderjoes.com/ca/millbrae/170/,2026-04-24
229,CA,Milpitas,1306 Great Mall Pkwy,95035,408-942-6957,37.41241,-121.89969,https://locations.traderjoes.com/ca/milpitas/229/,2026-04-24
126,CA,Mission Viejo,25410 Marguerite Pkwy,92692,949-581-5638,33.59305,-117.65843,https://locations.traderjoes.com/ca/mission-viejo/126/,2026-04-24
9,CA,Modesto,3250 Dale Road,95356,209-491-0445,37.68717,-121.04941,https://locations.traderjoes.com/ca/modesto/9/,2026-04-24
112,CA,Monrovia,604 W Huntington Dr,91016,626-358-8884,34.13985,-118.01223,https://locations.traderjoes.com/ca/monrovia/112/,2026-04-24
204,CA,Monterey,"570 Munras Ave, Ste 20",93940,831-372-2010,36.59656,-121.89435,https://locations.traderjoes.com/ca/monterey/204/,2026-04-24
52,CA,Montrose,2462 Honolulu Ave,91020,818-957-3613,34.20699,-118.23315,https://locations.traderjoes.com/ca/montrose/52/,2026-04-24
202,CA,Morgan Hill,17035 Laurel Rd,95037,408-778-6409,37.13114,-121.6382,https://locations.traderjoes.com/ca/morgan-hill/202/,2026-04-24
81,CA,Mountain View,590 Showers Dr,94040,650-917-1013,37.40208,-122.11076,https://locations.traderjoes.com/ca/mountain-view/81/,2026-04-24
258,CA,Murrieta,40388 Murrieta Hot Springs Rd,92563,951-528-5115,33.55393,-117.17601,https://locations.traderjoes.com/ca/murrieta/258/,2026-04-24
128,CA,Napa,3654 Bel Aire Plaza,94558,707-256-0806,38.3228,-122.30584,https://locations.traderjoes.com/ca/napa/128/,2026-04-24
125,CA,Newport Beach,8086 E Pacific Coast Hwy,92657,949-494-7404,33.56818,-117.83242,https://locations.traderjoes.com/ca/newport-beach/125/,2026-04-24
252,CA,North Hollywood,"6130 Laurel Canyon Bl, Suite 100",91606,818-762-2963,34.18217,-118.39578,https://locations.traderjoes.com/ca/north-hollywood/252/,2026-04-24
312,CA,Northridge,9224 Reseda Blvd,91325,747-245-4766,34.23803,-118.5357,https://locations.traderjoes.com/ca/northridge/312/,2026-04-24
198,CA,Novato,7514 Redwood Blvd,94945,415-898-9359,38.11185,-122.56812,https://locations.traderjoes.com/ca/novato/198/,2026-04-24
203,CA,Oakland,3250 Lakeshore Ave,94610,510-238-9076,37.80974,-122.24425,https://locations.traderjoes.com/ca/oakland/203/,2026-04-24
231,CA,Oakland,5727 College Ave,94618,510-923-9428,37.84556,-122.25281,https://locations.traderjoes.com/ca/oakland/231/,2026-04-24
22,CA,Oceanside,2570 Vista Way,92054,760-433-9994,33.18411,-117.33194,https://locations.traderjoes.com/ca/oceanside/22/,2026-04-24
46,CA,Orange,2114 N Tustin St,92865,714-283-5697,33.82344,-117.83655,https://locations.traderjoes.com/ca/orange/46/,2026-04-24
79,CA,Pacific Grove,1170 Forest Ave,93950,831-656-0180,36.60558,-121.92193,https://locations.traderjoes.com/ca/pacific-grove/79/,2026-04-24
3,CA,Palm Desert,44250 Town Center Way,92260,760-340-2291,33.72746,-116.39661,https://locations.traderjoes.com/ca/palm-desert/3/,2026-04-24
185,CA,Palmdale,39507 10th St W,93551,661-947-2890,34.60031,-118.1493,https://locations.traderjoes.com/ca/palmdale/185/,2026-04-24
207,CA,Palo Alto,855 El Camino Real,94301,650-327-7018,37.43843,-122.15775,https://locations.traderjoes.com/ca/palo-alto/207/,2026-04-24
171,CA,Pasadena,467 N Rosemead Blvd,91107,626-351-3399,34.1537,-118.0782,https://locations.traderjoes.com/ca/pasadena/171/,2026-04-24
179,CA,Pasadena,345 S Lake Ave,91101,626-395-9553,34.14005,-118.13291,https://locations.traderjoes.com/ca/pasadena/179/,2026-04-24
32,CA,Pasadena,3035 E Huntington Dr,91107,626-356-2963,34.12789,-118.08948,https://locations.traderjoes.com/ca/pasadena/32/,2026-04-24
51,CA,Pasadena,610 S Arroyo Pkwy,91105,626-568-9254,34.13514,-118.14687,https://locations.traderjoes.com/ca/pasadena/51/,2026-04-24
291,CA,Paso Robles,2457 Golden Hill Rd,93446,NA,35.63546,-120.6581,https://locations.traderjoes.com/ca/paso-robles/291/,2026-04-24
107,CA,Petaluma,169 N McDowell Blvd,94954,707-769-2782,38.24804,-122.62801,https://locations.traderjoes.com/ca/petaluma/107/,2026-04-24
230,CA,Pinole,2742 Pinole Valley Rd,94564,510-222-3501,37.99527,-122.28674,https://locations.traderjoes.com/ca/pinole/230/,2026-04-24
66,CA,Pleasanton,3903 Santa Rita Road,94588,925-468-0763,37.69679,-121.87689,https://locations.traderjoes.com/ca/pleasanton/66/,2026-04-24
265,CA,Poway,13644 Poway Rd,92064,858-294-6131,32.95795,-117.03546,https://locations.traderjoes.com/ca/poway/265/,2026-04-24
217,CA,Rancho Cucamonga,6401 Haven Ave,91737,909-476-1410,34.13774,-117.57414,https://locations.traderjoes.com/ca/rancho-cucamonga/217/,2026-04-24
233,CA,Rancho Palos Verdes,31176 Hawthorne Blvd,90275,310-544-1727,33.74933,-118.40668,https://locations.traderjoes.com/ca/rancho-palos-verdes/233/,2026-04-24
57,CA,Rancho Palos Verdes,28901 S Western Ave,90275,310-832-1241,33.75595,-118.31076,https://locations.traderjoes.com/ca/rancho-palos-verdes/57/,2026-04-24
27,CA,Rancho Santa Margarita,30652 Santa Margarita Pkwy,92688,949-888-3640,33.6425,-117.59535,https://locations.traderjoes.com/ca/rancho-santa-margarita/27/,2026-04-24
219,CA,Redding,845 Browning St,96003,530-223-4875,40.5917,-122.35711,https://locations.traderjoes.com/ca/redding/219/,2026-04-24
99,CA,Redlands,552 Orange St,92374,909-798-3888,34.06063,-117.18117,https://locations.traderjoes.com/ca/redlands/99/,2026-04-24
38,CA,Redondo Bch.,1761 S Elena Ave,90277,310-316-1745,33.81856,-118.38614,https://locations.traderjoes.com/ca/redondo-bch-/38/,2026-04-24
15,CA,Riverside,6225 Riverside Plaza,92506,951-781-2378,33.95593,-117.38848,https://locations.traderjoes.com/ca/riverside/15/,2026-04-24
228,CA,Rocklin,"5116 Commons Dr., #103",95677,916-660-9820,38.80287,-121.20924,https://locations.traderjoes.com/ca/rocklin/228/,2026-04-24
266,CA,Roseville,10261 Fairway Dr,95678,279-217-4579,38.78762,-121.28168,https://locations.traderjoes.com/ca/roseville/266/,2026-04-24
80,CA,Roseville,1117 Roseville Square,95678,916-784-9084,38.74629,-121.27489,https://locations.traderjoes.com/ca/roseville/80/,2026-04-24
18,CA,S. Pasadena,613 Mission St,91030,626-441-6263,34.1153,-118.16297,https://locations.traderjoes.com/ca/s-pasadena/18/,2026-04-24
175,CA,Sacramento,5000 Folsom Blvd,95819,916-456-1853,38.5604,-121.44481,https://locations.traderjoes.com/ca/sacramento/175/,2026-04-24
70,CA,Sacramento,2625 Marconi Ave,95821,916-481-8797,38.6186,-121.40017,https://locations.traderjoes.com/ca/sacramento/70/,2026-04-24
