tconst,your_rating,personal_rank,elo,wins,losses,manual,graduated
tt2194499,7,69,1150,0,0,FALSE,FALSE
tt5109280,7,70,1150,0,0,FALSE,FALSE
tt9208876,7,71,1150,0,0,FALSE,FALSE
tt6723592,7,72,1150,0,0,FALSE,FALSE
tt5363618,7,73,1150,0,0,FALSE,FALSE
tt12361974,7,74,1150,0,0,FALSE,FALSE
tt6432466,7,75,1150,0,0,FALSE,FALSE
tt8952294,7,76,1150,0,0,FALSE,FALSE
tt13167288,7,77,1150,0,0,FALSE,FALSE
tt9536846,7,78,1150,0,0,FALSE,FALSE
tt9536850,7,79,1150,0,0,FALSE,FALSE
tt0143127,7,80,1150,0,0,FALSE,FALSE
tt0448115,7,81,1150,0,0,FALSE,FALSE
tt10167284,7,82,1150,0,0,FALSE,FALSE
tt1620446,7,83,1150,0,0,FALSE,FALSE
tt8075496,7,84,1150,0,0,FALSE,FALSE
tt6267732,7,85,1150,0,0,FALSE,FALSE
tt2854926,7,86,1150,0,0,FALSE,FALSE
tt3104988,7,87,1150,0,0,FALSE,FALSE
tt7452910,7,88,1150,0,0,FALSE,FALSE
tt0411302,7,89,1150,0,0,FALSE,FALSE
tt2277860,7,90,1150,0,0,FALSE,FALSE
tt0823463,7,91,1150,0,0,FALSE,FALSE
tt0411906,7,92,1150,0,0,FALSE,FALSE
tt3385516,7,93,1150,0,0,FALSE,FALSE
tt0165598,7,94,1150,0,0,FALSE,FALSE
tt0058805,7,95,1150,0,0,FALSE,FALSE
tt3697842,7,96,1150,0,0,FALSE,FALSE
tt4853102,7,97,1150,0,0,FALSE,FALSE
tt3079380,7,98,1150,0,0,FALSE,FALSE
tt0112123,7,99,1150,0,0,FALSE,FALSE
tt1054485,7,100,1150,0,0,FALSE,FALSE
tt0450259,7,101,1150,0,0,FALSE,FALSE
tt2089467,7,102,1150,0,0,FALSE,FALSE
tt0118360,7,103,1150,0,0,FALSE,FALSE
tt1054487,7,104,1150,0,0,FALSE,FALSE
tt0190211,7,105,1150,0,0,FALSE,FALSE
tt0460091,7,106,1150,0,0,FALSE,FALSE
tt1588412,7,107,1150,0,0,FALSE,FALSE
tt0379623,7,108,1150,0,0,FALSE,FALSE
tt4941804,7,109,1150,0,0,FALSE,FALSE
tt3279494,7,110,1150,0,0,FALSE,FALSE
tt4532368,7,111,1150,0,0,FALSE,FALSE
tt1853533,7,112,1150,0,0,FALSE,FALSE
tt0320808,7,113,1150,0,0,FALSE,FALSE
tt1537759,7,114,1150,0,0,FALSE,FALSE
tt1134859,7,115,1150,0,0,FALSE,FALSE
tt0901686,7,116,1150,0,0,FALSE,FALSE
tt1334585,7,117,1150,0,0,FALSE,FALSE
tt0323250,7,118,1150,0,0,FALSE,FALSE
tt0091455,7,119,1150,0,0,FALSE,FALSE
tt0097674,7,120,1150,0,0,FALSE,FALSE
tt0131409,7,121,1150,0,0,FALSE,FALSE
tt1433811,7,122,1150,0,0,FALSE,FALSE
tt2637276,7,123,1150,0,0,FALSE,FALSE
tt2321549,7,124,1150,0,0,FALSE,FALSE
tt3230454,7,125,1150,0,0,FALSE,FALSE
tt0169414,7,126,1150,0,0,FALSE,FALSE
tt1637574,7,127,1150,0,0,FALSE,FALSE
tt1430587,7,128,1150,0,0,FALSE,FALSE
tt0115157,7,129,1150,0,0,FALSE,FALSE
tt0072562,7,130,1150,0,0,FALSE,FALSE
tt0067992,7,131,1150,0,0,FALSE,FALSE
tt0233298,7,132,1150,0,0,FALSE,FALSE
tt0162222,7,133,1150,0,0,FALSE,FALSE
tt0120338,7,134,1150,0,0,FALSE,FALSE
tt0120903,7,135,1150,0,0,FALSE,FALSE
tt1229238,7,136,1150,0,0,FALSE,FALSE
tt1001526,7,137,1150,0,0,FALSE,FALSE
tt0053285,7,138,1150,0,0,FALSE,FALSE
tt3060952,7,139,1150,0,0,FALSE,FALSE
tt1398941,7,140,1150,0,0,FALSE,FALSE
tt0800369,7,141,1150,0,0,FALSE,FALSE
tt1637725,7,142,1150,0,0,FALSE,FALSE
tt1655442,7,143,1150,0,0,FALSE,FALSE
tt0796366,7,144,1150,0,0,FALSE,FALSE
tt0032138,7,145,1150,0,0,FALSE,FALSE
tt2562232,7,146,1150,0,0,FALSE,FALSE
tt0045152,7,147,1150,0,0,FALSE,FALSE
tt0110912,7,148,1150,0,0,FALSE,FALSE
tt9114286,7,149,1149,1,1,FALSE,FALSE
tt0258463,7,150,1149,3,3,FALSE,TRUE
tt0434409,7,151,1149,1,1,FALSE,FALSE
tt0345950,7,152,1145,1,2,FALSE,FALSE
tt0033870,7,153,1142,0,1,FALSE,FALSE
tt2310332,7,154,1141,0,1,FALSE,FALSE
tt4154664,7,155,1140,0,1,FALSE,FALSE
tt7349950,7,156,1139,1,2,FALSE,FALSE
tt0414387,7,157,1138,0,1,FALSE,FALSE
tt4649466,7,158,1138,0,1,FALSE,FALSE
tt0059026,7,159,1138,0,1,FALSE,FALSE
tt11286314,7,160,1137,0,1,FALSE,FALSE
tt1677720,7,161,1137,0,1,FALSE,FALSE
tt7374948,7,162,1137,0,1,FALSE,FALSE
tt1489887,7,163,1136,0,1,FALSE,FALSE
tt0266697,7,164,1136,0,1,FALSE,FALSE
tt5028778,7,165,1136,1,2,FALSE,FALSE
tt2305051,7,166,1136,1,2,FALSE,FALSE
tt0121766,7,167,1136,0,1,FALSE,FALSE
tt0034583,7,168,1136,0,1,FALSE,FALSE
tt1436562,7,169,1136,0,1,FALSE,FALSE
tt6263850,7,170,1135,0,1,FALSE,FALSE
tt1446192,7,171,1135,0,1,FALSE,FALSE
tt1486834,7,172,1135,0,1,FALSE,FALSE
tt2452042,7,173,1135,0,1,FALSE,FALSE
tt7424200,7,174,1135,0,1,FALSE,FALSE
tt5095030,7,175,1135,0,1,FALSE,FALSE
tt1499658,7,176,1135,0,1,FALSE,FALSE
tt2582846,7,177,1135,0,1,FALSE,FALSE
tt0240468,7,178,1135,0,1,FALSE,FALSE
tt0364725,7,179,1135,0,1,FALSE,FALSE
tt0060550,7,180,1135,0,1,FALSE,FALSE
tt21382296,7,181,1134,0,1,FALSE,FALSE
tt1684562,7,182,1134,0,1,FALSE,FALSE
tt1210166,7,183,1134,0,1,FALSE,FALSE
tt3228774,7,184,1134,0,1,FALSE,FALSE
tt0147800,7,185,1134,0,1,FALSE,FALSE
tt8936646,7,186,1134,1,2,FALSE,FALSE
tt7713068,7,187,1134,0,1,FALSE,FALSE
tt0311289,7,188,1134,0,1,FALSE,FALSE
tt3774114,7,189,1134,0,1,FALSE,FALSE
tt0060345,7,190,1134,0,1,FALSE,FALSE
tt1217209,7,191,1134,0,1,FALSE,FALSE
tt1748122,7,192,1134,0,1,FALSE,FALSE
tt3235888,7,193,1134,0,1,FALSE,FALSE
tt2170439,7,194,1134,0,1,FALSE,FALSE
tt0042546,7,195,1134,0,1,FALSE,FALSE
tt1981677,7,196,1134,0,1,FALSE,FALSE
tt0929632,7,197,1134,0,1,FALSE,FALSE
tt1690953,7,198,1134,0,1,FALSE,FALSE
tt0357413,7,199,1134,0,1,FALSE,FALSE
tt1204342,7,200,1134,0,1,FALSE,FALSE
tt1985966,7,201,1134,0,1,FALSE,FALSE
tt1650062,7,202,1133,0,1,FALSE,FALSE
tt3152624,7,203,1133,0,1,FALSE,FALSE
tt2980648,7,204,1133,0,1,FALSE,FALSE
tt4178092,7,205,1126,0,2,FALSE,FALSE
tt0358273,7,206,1125,0,2,FALSE,FALSE
tt4701182,7,207,1124,0,2,FALSE,FALSE
tt1306980,7,208,1121,0,2,FALSE,FALSE
tt2446040,7,209,1120,0,2,FALSE,FALSE
tt1477834,7,210,1120,0,2,FALSE,FALSE
tt1457767,7,211,1119,0,2,FALSE,FALSE
tt0086190,7,212,1119,0,2,FALSE,FALSE
tt8426854,7,213,1118,0,2,FALSE,FALSE
tt1979388,7,214,1118,0,2,FALSE,FALSE
tt0289408,7,215,1116,2,4,FALSE,TRUE
tt0063230,7,216,1091,1,5,FALSE,TRUE
tt0948470,6,1,1234,17,4,FALSE,FALSE
tt0147746,6,2,1186,6,0,FALSE,TRUE
tt0102057,6,3,1157,3,0,FALSE,FALSE
tt0241527,6,4,1154,3,0,FALSE,FALSE
tt0114148,6,5,1136,2,0,FALSE,FALSE
tt0295297,6,6,1132,2,0,FALSE,FALSE
tt5097410,6,7,1131,2,0,FALSE,FALSE
tt3065204,6,8,1131,2,0,FALSE,FALSE
tt0351283,6,9,1121,1,0,FALSE,FALSE
tt0118655,6,10,1120,1,0,FALSE,FALSE
tt1430132,6,11,1119,1,0,FALSE,FALSE
tt0029583,6,12,1119,2,1,FALSE,FALSE
tt0831387,6,13,1119,1,0,FALSE,FALSE
tt7975244,6,14,1118,1,0,FALSE,FALSE
tt0458339,6,15,1118,1,0,FALSE,FALSE
tt1951265,6,16,1117,1,0,FALSE,FALSE
tt0816711,6,17,1117,1,0,FALSE,FALSE
tt1790864,6,18,1117,1,0,FALSE,FALSE
tt5884052,6,19,1116,1,0,FALSE,FALSE
tt3606752,6,20,1116,1,0,FALSE,FALSE
tt2267968,6,21,1116,1,0,FALSE,FALSE
tt0368891,6,22,1116,1,0,FALSE,FALSE
tt1156398,6,23,1116,1,0,FALSE,FALSE
tt1232829,6,24,1116,1,0,FALSE,FALSE
tt0449088,6,25,1116,1,0,FALSE,FALSE
tt0800080,6,26,1116,1,0,FALSE,FALSE
tt0319343,6,27,1116,1,0,FALSE,FALSE
tt1535108,6,28,1116,1,0,FALSE,FALSE
tt0480249,6,29,1115,1,0,FALSE,FALSE
tt0043014,6,30,1115,1,0,FALSE,FALSE
tt0988045,6,31,1114,1,0,FALSE,FALSE
tt0451079,6,32,1114,1,0,FALSE,FALSE
tt0268380,6,33,1106,13,9,FALSE,FALSE
tt0190641,6,34,1104,1,1,FALSE,FALSE
tt0425061,6,35,1103,1,1,FALSE,FALSE
tt1951266,6,36,1101,1,1,FALSE,FALSE
tt0314331,6,37,1100,0,0,FALSE,FALSE
tt0457939,6,38,1100,0,0,FALSE,FALSE
tt19847976,6,39,1100,0,0,FALSE,FALSE
tt13623136,6,40,1100,0,0,FALSE,FALSE
tt3794354,6,41,1100,0,0,FALSE,FALSE
tt9536836,6,42,1100,0,0,FALSE,FALSE
tt8980868,6,43,1100,0,0,FALSE,FALSE
tt3731562,6,44,1100,0,0,FALSE,FALSE
tt10167262,6,45,1100,0,0,FALSE,FALSE
tt6587640,6,46,1100,0,0,FALSE,FALSE
tt0187393,6,47,1100,0,0,FALSE,FALSE
tt4123430,6,48,1100,0,0,FALSE,FALSE
tt1679335,6,49,1100,0,0,FALSE,FALSE
tt2527338,6,50,1100,0,0,FALSE,FALSE
tt4034354,6,51,1100,0,0,FALSE,FALSE
tt6139732,6,52,1100,0,0,FALSE,FALSE
tt1139628,6,53,1100,0,0,FALSE,FALSE
tt0837564,6,54,1100,0,0,FALSE,FALSE
tt0245429,6,55,1100,0,0,FALSE,FALSE
tt2836450,6,56,1100,0,0,FALSE,FALSE
tt3139086,6,57,1100,0,0,FALSE,FALSE
tt1637688,6,58,1100,0,0,FALSE,FALSE
tt4046784,6,59,1100,0,0,FALSE,FALSE
tt3323254,6,60,1100,0,0,FALSE,FALSE
tt1593756,6,61,1100,0,0,FALSE,FALSE
tt0068359,6,62,1100,0,0,FALSE,FALSE
tt0292800,6,63,1100,0,0,FALSE,FALSE
tt0312109,6,64,1100,0,0,FALSE,FALSE
tt1054478,6,65,1100,0,0,FALSE,FALSE
tt1279935,6,66,1100,0,0,FALSE,FALSE
tt0096273,6,67,1100,0,0,FALSE,FALSE
tt4007502,6,68,1100,0,0,FALSE,FALSE
tt0395479,6,69,1100,0,0,FALSE,FALSE
tt2891574,6,70,1100,0,0,FALSE,FALSE
tt0168366,6,71,1100,0,0,FALSE,FALSE
tt1442464,6,72,1100,0,0,FALSE,FALSE
tt0285335,6,73,1100,0,0,FALSE,FALSE
tt3278316,6,74,1100,0,0,FALSE,FALSE
tt0899126,6,75,1100,0,0,FALSE,FALSE
tt0106052,6,76,1100,0,0,FALSE,FALSE
tt2212323,6,77,1100,0,0,FALSE,FALSE
tt1641349,6,78,1100,0,0,FALSE,FALSE
tt0312172,6,79,1100,0,0,FALSE,FALSE
tt0091042,6,80,1100,0,0,FALSE,FALSE
tt0096438,6,81,1100,0,0,FALSE,FALSE
tt0061852,6,82,1100,0,0,FALSE,FALSE
tt0417741,6,83,1100,0,0,FALSE,FALSE
tt0032910,6,84,1100,0,0,FALSE,FALSE
tt1453405,6,85,1100,0,0,FALSE,FALSE
tt0462538,6,86,1100,0,0,FALSE,FALSE
tt1672723,6,87,1100,0,0,FALSE,FALSE
tt1392170,6,88,1100,0,0,FALSE,FALSE
tt0383574,6,89,1100,0,0,FALSE,FALSE
tt1302011,6,90,1100,0,0,FALSE,FALSE
tt0418279,6,91,1100,0,0,FALSE,FALSE
tt1673430,6,92,1100,0,0,FALSE,FALSE
tt0934706,6,93,1100,0,0,FALSE,FALSE
tt1701223,6,94,1100,0,0,FALSE,FALSE
tt0120794,6,95,1100,0,0,FALSE,FALSE
tt0110475,6,96,1100,1,1,FALSE,FALSE
tt0448694,6,97,1100,0,0,FALSE,FALSE
tt0119567,6,98,1100,0,0,FALSE,FALSE
tt0059742,6,99,1100,0,0,FALSE,FALSE
tt0031679,6,100,1100,0,0,FALSE,FALSE
tt1408101,6,101,1099,1,1,FALSE,FALSE
tt0046183,6,102,1093,4,4,FALSE,FALSE
tt0097757,6,103,1090,1,2,FALSE,FALSE
tt10954600,6,104,1089,0,1,FALSE,FALSE
tt9032400,6,105,1089,0,1,FALSE,FALSE
tt3741700,6,106,1089,0,1,FALSE,FALSE
tt0055254,6,107,1089,0,1,FALSE,FALSE
tt20215234,6,108,1088,0,1,FALSE,FALSE
tt6718170,6,109,1088,0,1,FALSE,FALSE
tt0454945,6,110,1088,0,1,FALSE,FALSE
tt1193138,6,111,1088,0,1,FALSE,FALSE
tt1386697,6,112,1088,0,1,FALSE,FALSE
tt1663662,6,113,1088,0,1,FALSE,FALSE
tt16027014,6,114,1087,0,1,FALSE,FALSE
tt7991608,6,115,1087,0,1,FALSE,FALSE
tt1588173,6,116,1087,0,1,FALSE,FALSE
tt0478087,6,117,1087,0,1,FALSE,FALSE
tt5477566,6,118,1087,0,1,FALSE,FALSE
tt4501244,6,119,1087,0,1,FALSE,FALSE
tt0759364,6,120,1087,0,1,FALSE,FALSE
tt3778644,6,121,1086,0,1,FALSE,FALSE
tt2788710,6,122,1086,0,1,FALSE,FALSE
tt0108525,6,123,1086,0,1,FALSE,FALSE
tt0235918,6,124,1086,0,1,FALSE,FALSE
tt1277953,6,125,1086,0,1,FALSE,FALSE
tt2180411,6,126,1086,0,1,FALSE,FALSE
tt0477347,6,127,1086,0,1,FALSE,FALSE
tt3402138,6,128,1085,0,1,FALSE,FALSE
tt5012504,6,129,1085,0,1,FALSE,FALSE
tt3014284,6,130,1085,0,1,FALSE,FALSE
tt0070016,6,131,1085,0,1,FALSE,FALSE
tt0278866,6,132,1085,0,1,FALSE,FALSE
tt0460644,6,133,1085,0,1,FALSE,FALSE
tt1022603,6,134,1085,0,1,FALSE,FALSE
tt0363771,6,135,1085,0,1,FALSE,FALSE
tt1716772,6,136,1084,0,1,FALSE,FALSE
tt6108178,6,137,1084,0,1,FALSE,FALSE
tt2205697,6,138,1084,0,1,FALSE,FALSE
tt1270797,6,139,1084,0,1,FALSE,FALSE
tt0130623,6,140,1084,0,1,FALSE,FALSE
tt0088128,6,141,1084,0,1,FALSE,FALSE
tt0096895,6,142,1084,0,1,FALSE,FALSE
tt0210234,6,143,1084,0,1,FALSE,FALSE
tt2388715,6,144,1084,0,1,FALSE,FALSE
tt0369610,6,145,1084,0,1,FALSE,FALSE
tt0972534,6,146,1084,0,1,FALSE,FALSE
tt0373889,6,147,1084,0,1,FALSE,FALSE
tt0815236,6,148,1083,0,1,FALSE,FALSE
tt3895884,6,149,1083,0,1,FALSE,FALSE
tt0116483,6,150,1071,0,2,FALSE,FALSE
tt6472976,6,151,1055,0,3,FALSE,FALSE
tt1059786,6,152,1038,2,6,FALSE,FALSE
tt2848292,6,153,1027,1,6,FALSE,FALSE
tt0034492,5,1,1077,4,2,FALSE,TRUE
tt0145660,5,2,1067,1,0,FALSE,FALSE
tt0356470,5,3,1067,1,0,FALSE,FALSE
tt0098258,5,4,1066,1,0,FALSE,FALSE
tt4786282,5,5,1066,1,0,FALSE,FALSE
tt0087363,5,6,1066,1,0,FALSE,FALSE
tt1298650,5,7,1066,1,0,FALSE,FALSE
tt0322330,5,8,1051,1,1,FALSE,FALSE
tt12262202,5,9,1050,0,0,FALSE,FALSE
tt21692408,5,10,1050,0,0,FALSE,FALSE
tt2004420,5,11,1050,0,0,FALSE,FALSE
tt7097896,5,12,1050,0,0,FALSE,FALSE
tt1985019,5,13,1050,0,0,FALSE,FALSE
tt0183790,5,14,1050,0,0,FALSE,FALSE
tt0072431,5,15,1050,0,0,FALSE,FALSE
tt0089686,5,16,1050,0,0,FALSE,FALSE
tt0331632,5,17,1050,0,0,FALSE,FALSE
tt0120632,5,18,1050,0,0,FALSE,FALSE
tt0293429,5,19,1050,0,0,FALSE,FALSE
tt0278500,5,20,1050,0,0,FALSE,FALSE
tt7126948,5,21,1050,0,0,FALSE,FALSE
tt5022702,5,22,1050,0,0,FALSE,FALSE
tt0974015,5,23,1050,0,0,FALSE,FALSE
tt2561572,5,24,1050,0,0,FALSE,FALSE
tt1981115,5,25,1050,0,0,FALSE,FALSE
tt2975590,5,26,1050,0,0,FALSE,FALSE
tt1195935,5,27,1050,0,0,FALSE,FALSE
tt0318155,5,28,1050,0,0,FALSE,FALSE
tt3722332,5,29,1050,0,0,FALSE,FALSE
tt4834194,5,30,1050,0,0,FALSE,FALSE
tt0266915,5,31,1050,0,0,FALSE,FALSE
tt0360717,5,32,1050,0,0,FALSE,FALSE
tt1596350,5,33,1050,0,0,FALSE,FALSE
tt0453494,5,34,1050,0,0,FALSE,FALSE
tt0298130,5,35,1050,0,0,FALSE,FALSE
tt0064349,5,36,1050,0,0,FALSE,FALSE
tt2555736,5,37,1050,0,0,FALSE,FALSE
tt0388595,5,38,1050,0,0,FALSE,FALSE
tt0089218,5,39,1050,0,0,FALSE,FALSE
tt0066327,5,40,1050,0,0,FALSE,FALSE
tt0304141,5,41,1050,0,0,FALSE,FALSE
tt0330373,5,42,1050,0,0,FALSE,FALSE
tt0087469,5,43,1050,0,0,FALSE,FALSE
tt0467406,5,44,1050,0,0,FALSE,FALSE
tt1515091,5,45,1050,0,0,FALSE,FALSE
tt0121164,5,46,1050,0,0,FALSE,FALSE
tt0048280,5,47,1050,0,0,FALSE,FALSE
tt0770828,5,48,1050,0,0,FALSE,FALSE
tt1300854,5,49,1050,0,0,FALSE,FALSE
tt0042332,5,50,1050,0,0,FALSE,FALSE
tt1494772,5,51,1050,0,0,FALSE,FALSE
tt0119654,5,52,1050,0,0,FALSE,FALSE
tt1228705,5,53,1050,0,0,FALSE,FALSE
tt0343818,5,54,1050,0,0,FALSE,FALSE
tt0212338,5,55,1050,0,0,FALSE,FALSE
tt0298203,5,56,1050,0,0,FALSE,FALSE
tt1068680,5,57,1050,0,0,FALSE,FALSE
tt0120812,5,58,1050,0,0,FALSE,FALSE
tt0116583,5,59,1050,0,0,FALSE,FALSE
tt0458352,5,60,1050,0,0,FALSE,FALSE
tt1478338,5,61,1050,0,0,FALSE,FALSE
tt1601913,5,62,1050,0,0,FALSE,FALSE
tt0116683,5,63,1050,0,0,FALSE,FALSE
tt0328880,5,64,1050,0,0,FALSE,FALSE
tt1632708,5,65,1050,0,0,FALSE,FALSE
tt3139072,5,66,1050,0,0,FALSE,FALSE
tt0318403,5,67,1050,0,0,FALSE,FALSE
tt0366548,5,68,1050,0,0,FALSE,FALSE
tt0264734,5,69,1050,0,0,FALSE,FALSE
tt1179904,5,70,1050,0,0,FALSE,FALSE
tt0327679,5,71,1050,0,0,FALSE,FALSE
tt0295178,5,72,1050,0,0,FALSE,FALSE
tt0163025,5,73,1050,0,0,FALSE,FALSE
tt1245492,5,74,1035,0,1,FALSE,FALSE
tt0043274,5,75,1035,0,1,FALSE,FALSE
tt0094737,5,76,1035,0,1,FALSE,FALSE
tt10648342,5,77,1034,0,1,FALSE,FALSE
tt0438097,5,78,1034,0,1,FALSE,FALSE
tt0472033,5,79,1034,0,1,FALSE,FALSE
tt0119528,5,80,1034,0,1,FALSE,FALSE
tt0117008,5,81,1033,0,1,FALSE,FALSE
tt0838283,4,1,1059,5,1,FALSE,TRUE
tt0120915,4,2,1017,1,0,FALSE,FALSE
tt0449010,4,3,1016,1,0,FALSE,FALSE
tt0405422,4,4,1016,1,0,FALSE,FALSE
tt0101272,4,5,1016,1,0,FALSE,FALSE
tt0119137,4,6,1016,1,0,FALSE,FALSE
tt0433400,4,7,1000,0,0,FALSE,FALSE
tt0212346,4,8,1000,0,0,FALSE,FALSE
tt0173886,4,9,1000,0,0,FALSE,FALSE
tt0389722,4,10,1000,0,0,FALSE,FALSE
tt0120804,4,11,1000,0,0,FALSE,FALSE
tt1241317,4,12,1000,0,0,FALSE,FALSE
tt6556890,4,13,1000,0,0,FALSE,FALSE
tt0405325,4,14,1000,0,0,FALSE,FALSE
tt1308728,4,15,1000,0,0,FALSE,FALSE
tt0338094,4,16,1000,0,0,FALSE,FALSE
tt7153766,4,17,1000,0,0,FALSE,FALSE
tt3216586,4,18,1000,0,0,FALSE,FALSE
tt3919922,4,19,1000,0,0,FALSE,FALSE
tt0424823,4,20,1000,0,0,FALSE,FALSE
tt0304415,4,21,1000,0,0,FALSE,FALSE
tt0318233,4,22,1000,0,0,FALSE,FALSE
tt0235679,4,23,1000,0,0,FALSE,FALSE
tt1286124,4,24,1000,0,0,FALSE,FALSE
tt0376994,4,25,1000,0,0,FALSE,FALSE
tt3749900,4,26,1000,0,0,FALSE,FALSE
tt2557490,4,27,1000,0,0,FALSE,FALSE
tt0319931,4,28,1000,0,0,FALSE,FALSE
tt0449059,4,29,1000,0,0,FALSE,FALSE
tt1446714,4,30,1000,0,0,FALSE,FALSE
tt0163651,4,31,1000,0,0,FALSE,FALSE
tt1872181,4,32,1000,0,0,FALSE,FALSE
tt1104001,4,33,1000,0,0,FALSE,FALSE
tt0458525,4,34,1000,0,0,FALSE,FALSE
tt2247476,4,35,1000,0,0,FALSE,FALSE
tt0479952,4,36,1000,0,0,FALSE,FALSE
tt0338348,4,37,1000,0,0,FALSE,FALSE
tt0892782,4,38,1000,0,0,FALSE,FALSE
tt1229340,4,39,1000,0,0,FALSE,FALSE
tt1155076,4,40,1000,0,0,FALSE,FALSE
tt0117705,4,41,1000,0,0,FALSE,FALSE
tt0307453,4,42,1000,0,0,FALSE,FALSE
tt0120912,4,43,1000,0,0,FALSE,FALSE
tt0268397,4,44,1000,0,0,FALSE,FALSE
tt0349205,4,45,1000,0,0,FALSE,FALSE
tt0120667,4,46,1000,0,0,FALSE,FALSE
tt0799949,4,47,1000,0,0,FALSE,FALSE
tt0033467,4,48,1000,0,0,FALSE,FALSE
tt0814255,4,49,986,0,1,FALSE,FALSE
tt1723121,4,50,985,0,1,FALSE,FALSE
tt1587310,4,51,985,0,1,FALSE,FALSE
tt0107120,4,52,984,0,1,FALSE,FALSE
tt0871426,4,53,984,0,1,FALSE,FALSE
tt0103776,4,54,984,0,1,FALSE,FALSE
tt0910936,4,55,984,0,1,FALSE,FALSE
tt1014759,4,56,984,0,1,FALSE,FALSE
tt0384793,4,57,984,0,1,FALSE,FALSE
tt0389790,3,1,966,1,0,FALSE,FALSE
tt0356680,3,2,950,0,0,FALSE,FALSE
tt9866072,3,3,950,0,0,FALSE,FALSE
tt1615065,3,4,950,0,0,FALSE,FALSE
tt0164912,3,5,950,0,0,FALSE,FALSE
tt1666186,3,6,950,0,0,FALSE,FALSE
tt4263482,3,7,950,0,0,FALSE,FALSE
tt0413300,3,8,950,0,0,FALSE,FALSE
tt0358082,3,9,950,0,0,FALSE,FALSE
tt1231583,3,10,950,0,0,FALSE,FALSE
tt1133985,3,11,950,0,0,FALSE,FALSE
tt0080487,3,12,950,0,0,FALSE,FALSE
tt1212450,3,13,950,0,0,FALSE,FALSE
tt0433035,3,14,950,0,0,FALSE,FALSE
tt0837562,3,15,950,0,0,FALSE,FALSE
tt0374900,3,16,950,0,0,FALSE,FALSE
tt0121765,3,17,950,0,0,FALSE,FALSE
tt0367594,3,18,950,0,0,FALSE,FALSE
tt1041829,3,19,950,0,0,FALSE,FALSE
tt0473075,3,20,950,0,0,FALSE,FALSE
tt0415306,3,21,950,0,0,FALSE,FALSE
tt1216475,3,22,950,0,0,FALSE,FALSE
tt1399103,3,23,950,0,0,FALSE,FALSE
tt1268799,3,24,950,0,0,FALSE,FALSE
tt0247638,3,25,950,0,0,FALSE,FALSE
tt0367882,3,26,950,0,0,FALSE,FALSE
tt0170016,3,27,950,0,0,FALSE,FALSE
tt1078912,3,28,950,0,0,FALSE,FALSE
tt1778304,3,29,950,0,0,FALSE,FALSE
tt1046173,3,30,950,0,0,FALSE,FALSE
tt0239395,3,31,950,0,0,FALSE,FALSE
tt0267913,3,32,950,0,0,FALSE,FALSE
tt0413267,3,33,934,0,1,FALSE,FALSE
tt1073498,2,1,900,0,0,FALSE,FALSE
tt0424774,2,2,900,0,0,FALSE,FALSE
tt0111070,2,3,900,0,0,FALSE,FALSE
tt0486576,2,4,900,0,0,FALSE,FALSE
tt1001508,2,5,900,0,0,FALSE,FALSE
tt1411697,2,6,900,0,0,FALSE,FALSE
tt0290002,2,7,900,0,0,FALSE,FALSE
tt0293564,2,8,900,0,0,FALSE,FALSE
tt1253864,2,9,900,0,0,FALSE,FALSE
tt1055369,2,10,900,0,0,FALSE,FALSE
tt0817230,2,11,900,0,0,FALSE,FALSE
tt1536044,2,12,900,0,0,FALSE,FALSE
tt0383216,2,13,900,0,0,FALSE,FALSE
tt0304669,2,14,900,0,0,FALSE,FALSE
tt0112462,2,15,900,0,0,FALSE,FALSE
tt0452598,2,16,900,0,0,FALSE,FALSE
tt1034032,1,1,850,0,0,FALSE,FALSE
tt0371606,1,2,850,0,0,FALSE,FALSE
tt1259571,1,3,850,0,0,FALSE,FALSE
tt0938283,1,4,850,0,0,FALSE,FALSE
tt0118688,1,5,850,0,0,FALSE,FALSE
